gene	PMID_PMCID	evidence
ENSG00000145632	23794260,23522834,21050448,32192190,24128992,19004816,22248692,23677647,22988096,27863657,26719332,28154193,20356833,33670800,27358461,34613964,33428941,21838679,21849493,25818009,27549140,31697645,30797969,32470790,22647852,27032368	PubChem
ENSG00000145782	26558631,30509033,20174468,28390981,35457010	PubChem
ENSG00000146360	33861086,27651149,24747358,28289782,29941868,33332005,33795395,28571738,35110393	PubChem
ENSG00000146399	22073124,26468205,27092049,22883051,24894156,32816235,20976142,29367643,31836967,33031817,18585080,21772817,22483291	PubChem
ENSG00000146469	23517078,19526279,16999955,15808913,21850490,20118279,33588752,17430175,22779732,28168579,6189657,31740757,6473166,16185148,16052036,27115671,15577749,20549523,10784133,18779056,2417654,32196442,7617171,12626429,3226955,32335135,20632962,15985713,12923064,30636594,4031938,4058256,35163768,35199308,15016424,19953344,29988485,31102570,19229345,15069375,15134484,25326789,22791940,34929264,22544516,19557103	PubChem
ENSG00000146592	37323142,PMC10264581,37600516,25705681,37064375	OpenTargets
ENSG00000146648	29403026,29515184,32709066,16862145,15857400,32914394,31877537,32554330,15856624,23076523,25036103,18779056,19619535,22546197,33713002,18556510,24178972,21517852,33008303,24980976,34097946,9086178	PubChem
ENSG00000146918	25475535	DisGeNET
ENSG00000147162	20952811,29049853,32365408,28724388,31753312,30651314,34297044,17896794,32144674,26492012,35248135,23143740,25151387,28487126,30985105,23620203,28195695	PubChem
ENSG00000147246	18389501,17588622,19500571,15668911,33198169,25073477,26683905,16438660,25661701,21921840,12464115,15056702,12974395,14697877,9582253,29047301,33785138,11830757,32695312,17017966,17049611,17073648,24682754,25248806,11104187,20849206,29969592,30716425,28483714,23615975,8773443,9087973,23675941,27013075	PubChem
ENSG00000147571	26942627,18463504,25541373,16101553,16052036,12476966,1870724,15565429,18346832,7473878,16647220,17659087,1674664,2893655,2409485,16005056,1682848,19026631,20821057,7475976,9097297,3495748,9627747,8512084,9358893,17127316	PubChem
ENSG00000147889	32037456,17492760,24703879,22651796,31264342,23010175,29859004,27939990,33737050,32252767,34645462,20082978	PubChem
ENSG00000147894	22843265,26275564,31327044,22898310,24998994,30867060,28923025,28985717,31340844,29653316,28003435,35272713,35067760,23987827	PubChem
ENSG00000147955	31745133,33076300,26299928,28917260,32762399,28315265,28315271,22399814	PubChem
ENSG00000148053	24114393,15132987,34087694,28923922,26611102,20851176,35577554,31734438,21192928,16037097,17298183,21562748,28461162,30442663,16325767,15081599,9104591,9660103,33175322,31728850,7908342,23106698,31482900,27079181,29260495,30117045,30189266,20542127,31384856,18779056,31301412,28185878,30771165,12668152,34545064,24642369,19913065,31877321,19824823,22720191,28993209,32142862,32682215,26282118,21517852,11591126,25523427,7720819,9760132,16822882,35595958,35614294,31348946,31418048,23403101,19371576,28502042,35236265,29428223,18923405,28181071,27019033,27731318,27722926,16878402	PubChem
ENSG00000148154	35188773,34509608,28223512,28225753,34686711,26104567,32851809,24494600,32705968,34897099,31519738,19349362	PubChem
ENSG00000148680	27178363,26470809,29989483,24259245,27320874,24042216,35545150,23995648	PubChem
ENSG00000148737	24348261	miRTex
ENSG00000148834	15970797,15040808,18986335,22494505,17194543,16399380,20472488,22219196,14570706,22016051,25248508,15985314,21495794,26993125	PubChem
ENSG00000149294	21663922,26990843,19368810,27282086,17963913,19353521,19101524,32474865,27190492,17084538,24057103,28363755,10701489,21029775,26648474,24853996	PubChem
ENSG00000149295	26361355,11864730,29107444,24749760,24892887,16124668,15824260,30604007,26627941,29786071,22507762,9717839,11256581,9247268,22113132,19396436,10212130,33861086,10978188,19711895,1975644,10395488,24878269,24296012,32184974,9357526,25490054,1826762,31933369,8558526,14663020,25998542,26787846,22211865,18246449,21195752,15721235,31655049,18187333,35794014,22639229,32224226,18305256,27323016,27323177,27421021,27525849,27525854,27525856,27706628,27808388,27819741,28002589,31340557,32888283,25175458,14663021,17449559,19512960,19524093,21168353,25896831,15390060,21781348,23439215,32977535,8813577,18303487,20945430,15710490,31765822,33318558,9638397,17573046,16633151,1478642,10516878,19847912,19562769,12428723,17147698,23636255,19476502,8951172,33372861,17081059,25175457,12464354,15917720,17553470,25641350,27817855,32528175,33571431,21087673,27190009,11409701,29191473,18175338,14523624,18210231,19669131,27779245,23732230,1975640,21663922,29466326,23171335,35411010,18327668,23231809,1683537,23624386,25209283,12722176,31936673,10446316,16816977,18389501,1363862,14714216,28587876,17443795,21376255,31120439,27528587,26232589,24747358,32071304,25918399,23410496,7566118,29097596,25511804,11158626,22820144,29053217,27036891,12650980,18973573,20601948,23867769,25772224,9169514,15489038,30120413,34403737,16012197,17634367,29434188,27196975,11423089,32643147,19667187,24529758,19720621,35399136,35398727,10908627,15653180,25398851,28128287,12476322,21847370,11069937,23290496,19750226,18289173,24055909,12683952,12965226,24012539,33962496,21289195,17439497,22126770,20224926,21903142,25172664,21647367,27423787,28264982,24934288,27927785,27072528,18160641,11176958,21799208,24633632,21488084,31455764,23452092,19656174,25155879,29908325,28930069,25343991,22988862,22629462,34544837,17478886,24016069,29185542,9863560,9063681,25596589,6308149,31235613,7812781,35044623,23986243,8359205,25425329,25448687,25457181,32579421,25486101,8101133,8101981,8104807,8109301,8094018,8098860,8100193,8665547,8628494,9178866,9655864,9200717,9665604,9686771,9720967,9721905,25824456,25825926,25909873,25866285,25870025,15910782,33151475,33191292,15901053,23063686,23082447,23090495,34597812,34699917,34556558,25038745,32011892,31965550,7539897,8794996,8811720,9310309,9316855,20960487,27896809,34748858,9448574,32453137,7501268,12865895,17486445,1350718,1356788,1357609,1357611,1467931,31816341,6437857,15531136,15507217,10762143,10877926,26645629,16473350,26808313,11330335,16500697,28280215,28253352,24844147,7891851,9548232,19428401,8232915,19696930,7845408,24456747,20011223,24600352,15332494,15342103,9949416,9920182,9926857,9884583,15319273,15323576,1571859,1575457,15721232,15755685,32997292,33007422,26051403,33098048,10072296,16407457,16416444,16298078,1634907,10099036,26042675,25637802,32942001,11160615,11166288,11199811,11206586,11152712,11234661,20303391,16097635,16055058,16078234,16012194,10435498,21386999,2136932,2140595,21349901,27091486,27055651,27127992,27170121,34361094,34464604,2197154,22004534,21941841,21964253,3720849,22037410,22751085,12433806,12446951,12460716,29166564,17988241,17992687,18001807,23565891,18096238,23600399,30097475,30124143,30192018,18682513,18691133,18691134,15583914,2650806,22589672,24194107,20123551,20123563,26655303,22230688,33924613,26639488,1832466,18330212,18330213,18362097,12539206,12539220,12372014,12380478,12397143,31454817,34655599,25058044,34737042,22402244,30497067,32015009,16898164,26586558,22520437,7910948,20887679,22516841,22425056,24027284,16480889,17507166,19118628,23938762,9313891,10739638,33426708,26705738,31504219,23973568,23791616,23769604,16643854,17602337,21747761,30814274,12706204,12542662,12546353,24795108,24852388,7865167,32420816,8527000,8534585,9483165,8507902,8509271,9523592,9539336,14683704,14663005,15111259,31970287,30794329,14622169,1834312,26961748,24410908,24412491,17598150,9622593,14637101,9582253,22608184,23727149,24614598,7851473,35104500,35077843,20026151,11314770,28805144,35858550,35850212,35829830,29953902,19142029,1979657,9262154,9270571,8840135,8854201,28101525,27914043,27975173,28052701,28112685,24587918,21472026,14599342,33271630,1673089,16765381,16991143,16996211,17000468,27825895,27826109,11844900,11850515,16944357,12075855,12043836,11779574,17408730,28927418,17890097,17896234,17896793,2900065,2900291,12737528,12742521,18446306,18455202,18455424,18272152,1830273,1830547,1374316,24211719,24164194,24316165,24332783,19283364,19606087,19534719,19535485,19501163,25095821,25076559,19549514,19559052,25141900,32706496,32728898,32679312,32694753,7568632,7583680,7589181,7616686,8035939,8558425,8614294,8615167,8617407,8619907,8624125,20237023,15639779,15642598,10586546,10570493,10595430,26230172,26235617,26237365,10639681,10647606,10658621,10668410,21242252,21306935,21272591,27261607,27251620,11489671,11493225,11445186,11563631,11578658,11606886,11607045,11703457,17087919,17017512,17021388,17053905,17056032,11921116,11924884,12169296,12106675,17242588,12113949,22920767,22924752,12634967,22986363,18591219,1823144,18210808,18210810,18210811,24120401,14523095,24955866,24705818,24914776,32358046,25505120,25536763,25588931,7727157,7669227,7675192,7675643,7680065,9795171,9798081,7751851,7751951,7790944,20613723,20628733,10386973,20804776,20717064,15980058,10913686,11009183,11018784,11020123,11045894,11052224,11054154,11068438,11069211,11069599,33881537,11135387,11072749,11085607,34151861,34106485,33945831,34162160,33844498,34114396,33850083,33955044,33836279,26419749,26433214,26464310,33572077,33470445,16824659,1683687,11745370,11746637,11755160,11772117,35658399,35545150,35695987,35635035,28389404,28363755,28547577,28687316,28577977,28579325,28583881,28655632,22885234,28732063,23036843,22880070,12921866,12923813,14568476,19041898,15365788,15375677,15390003,15390073,25747988,10739171,26796668,22166408,34592907,28877102,13130508,19101702,7494758,7496816,15234116,20878595,17572452,22498034,1754061,30010023,30030763,30637481,31440751,3145515,10335493,7913226,7916490,7936424,15389994,1535688,1549216,15534182,1913699,28879087,15468966,10816186,16448581,9305330,10825354,10752580,2887632,8857746,27893588,16570297,26978429,15199417,30446530,1349341,2969952,2971273,23389756,23347953,23306217,23731911,23324997,8748616,8748629,8990051,1897909,2940960,2953165,8196683,8723141,34750225,8780092,9374338,9380528,30353564,12210876,9040722,8264906,7884499,8474478,8232354,14676464,9613734,9578193,8341311,8353712,15003958,7838444,19966595,9818931,9014455,17681816,35064921,19523490,28990131,27757834,9869326,24451009,19830105,26475156,35150656,34153463,34170848,34099060,34125397,28483024,35209123,35172843,28520722,31029732,8186990,9055350,9398468,9014428,9028741,9030705,17302279,17646043,29305687,29525397,30200997,30201210,23613810,15016424,15042325,8748615,8750721,8773443,9830615,35079903,34951464,35026287,7847059,8404954,8385618,22347859,34408150,9627325,31109007,15081794,15087238,15114435,25400260,25370785,25370856,26964686,8904076,8866760,8869390,8996800,8951871,8937722,9353400,15154679,22640619,17287809,17287822,20016021,9276196,8549615,22424788,34785162,14663004,21808606,21767642,22569849,23192440,23232665,23296784,23246005,23945778,31229177,3119180,1977409,15178358,15180131,7901761,15196504,15202762,15161999,10348324,10323273,27714426,27721576,1742603,19587858	miRTex,DisGeNET,PubChem
ENSG00000150540	17985251,21138759,21794955,25768024,19773194,29564728,27837280,18543121,25425329,34225943,30744146	PubChem
ENSG00000150782	29274035,32432571,35589918,35093118,32556930,25824039,33157255,33176317,32971182,34308845,30835941,32435966,29136779,33711331,28902711,32681062,11133172,28732502,28763878,35066762,30473634,29700781,30390673,34780806,34904823,35463692,32394056	PubChem
ENSG00000150907	25231457,29966750,22393355,20624856,22761592,32398756	miRTex,PubChem
ENSG00000150991	21839809,16475834,19697879,20012716,15297154,11805242,18460208,18787877	PubChem
ENSG00000150995	27039371,24055909,31054074,26586559,34510532,34399235,27771899,15354398,29619740	PubChem
ENSG00000151012	22095285,21191088,34445395,32144264,33241887,28024798,25766755,25974624,34391968,34394837,26411769,18806690,20003337,35833822,33737050,16771835,24269587,32753675,20225289,26172319,26467067,35691001,21716153	PubChem
ENSG00000151067	23651412,23688558,20197093,24996399,24941892,28592699,24934288,32484574,33233858,34745571,25057870,31698021,26156385,25173401,33961117,12930791	PubChem
ENSG00000151577	16290142,18410082,28495386,25650314,31933369,19524641,29361389,19396436,25896831,20945430,31765822,33318558,17573046,33548201,19562769,31118938,31119645,18973551,33372861,15917720,27817855,29191473,19353703,19669131,27779245,23732230,21663922,20434388,16809426,16816977,18389501,27528587,23410496,25110304,11333982,25511804,31810491,23589621,34070429,18704368,30261284,30529917,11176958,8618685,33249031,12535962,24365490,34775278,25445374,25486101,25896768,25914172,33141071,15896973,27343365,34699917,31835621,26675887,30675935,10101607,11435907,34361094,23565891,30128652,18722529,20518604,22567537,8891576,34762921,33924613,12570797,12539211,19118628,23820985,12963489,16613552,30794329,28700507,23727149,8833762,28097465,14623353,16730032,27795960,17408730,12740572,24316466,24333147,19549514,15642598,21557955,11578658,17174156,12614325,22986363,24705818,25565772,25588931,9767387,20663270,11054155,34018344,33836279,33561612,21425240,16822985,35658399,10739171,31238535,7496816,15234102,20833147,22507762,30637481,31480516,27325396,23347953,25329919,8878087,35182773,35163768,35202123,12362359,30879021,9403584,29509680,29417335,35079903,24462727,30534585,9353400,12709305,23232665,19711120,27693549	PubChem
ENSG00000152128	33279243,33723766,33781609,22507762,26738859	PubChem
ENSG00000152214	22451204,29860660,26941103,30137437,19303663,35695987	PubChem
ENSG00000152266	27323016,27323177,27421021,27525849,27525854,27525856,27706628,27808388,27819741,28002589,33784444,21248778,9886454,16114020,16052036,27121974,31769259,33382545,33393746,21273899,12110423,18592245,11137512,20451678,31205938,9371907,8231292	PubChem
ENSG00000152413	24126708,30200940,20628651,27903732,23383239,28927418,17241285,24036210	PubChem
ENSG00000152465	27151187	RNAdisease
ENSG00000152578	10338272,9674565,9886783,12892651,12730350,11564425,29324989,8744443,9006980,9502201,23846847,15204061	PubChem
ENSG00000152661	30769001,31033038,27647894,16328273,19232380,23783886,27809287,30103794,30006609,19915070,35065246,35701117,34984950,20824494,8951672,34194583	PubChem
ENSG00000152705	26145819,30194289,30498192,35599331,35019826,32961227,22475023,21143139,34552093,35743029,18550726,34583611,28526576,31119555	PubChem
ENSG00000152782	11479594,35504872,20939738,15105273,21981780,16962235,15843062,20629144,33200489,32928263,22031173,15247539,35786295,17179893,35589691,19195257,31214855,34002881,35041826	PubChem
ENSG00000152818	30838774,26122121,22398207,33170836,18443288,34404758,21504582,23418303,24792327,21173115,21637291,33472166,23258538,35511227,21768365,20179104,30629163,22428580,28338241,27619562,27921253,30133157,30475154,21489994,27358461,20164189,32205843,30993548,27481217,24977305,28224980,24844147,23239023,35266060,20385539,26318285,18395527,31759069,35752074,33422762,33671094,32088201,27271125,25218511,32328619,33549657,21597461,22846607,20812868,20447471,20577776,29842922,30240821,30242625,32394056,34983390,28190227,27604820,27830775	PubChem
ENSG00000152822	33600762,16198487,12213280,23481547,20392940,19305801,19357321,27055772,12429591,18336281,12373537,26758830,30521940,16564428,12575822,16367790,27908790,17714448,14622918,22419835,11786307,25146900,11445183,11549710,12097518,10199613,23335392,22306345,34088252,12213269	PubChem
ENSG00000152931	34540003	RNAdisease
ENSG00000153086	21812969,34106485,29103054,26738859	PubChem
ENSG00000153094	25976060	miRTex
ENSG00000153113	20962236,19365859,23951044,20127884,10722997,24619358,23875735,10500203,20499928,12764095,19007862,7847693	PubChem
ENSG00000153234	23973300,17890097,11121187,29291419,10216261,29429051,24126627,18923405,15966003,19065535,15211629,12815740,11113533,22764233,21936000,10506516,12171477,30773432,33289551,33844542,27228307,19515692,27435855,19144721,22483304,19692620,14622207,19780901,20016108,15474354,19526279,9092472,16999955,18579122,21820432,31455763,28348207,33991560,21531044,32181533,25406165,26468205,12401563,31127527,23341612,28746897,30515963,16477036,16243425,32612143,19345186,18420193,17291494,16741229,19951692,23220632,15589522,18820178,22296971,20049900,30121937,16252282,27940361,11553630,31408200,32451509,32238479,11914402,31175960,25815475,33864663,17077287,17184956,12787064,31087449,30949504,17034791,23254923,35482177,21593433,20106970,19224617,27159982,25535150,29564810,15691706,26490873,24685177,18388307,21865882,27224303,18436867,31310388,26678495,16532445,12827450,17427185,17681692,12496759,15635701,35761385,17017509,16320253,22884477,12716427,22568433,29843233,30853418,18634852,31443765,35394697,25403878,15913845,23085081,34609698,24989254,31541140,20981866,12846973,25767075,16473350,28219741,31982670,16906336,34830023,31796305,12846972,21725324,22330803,15715675,15740846,15743669,26124091,26065381,16123386,26023233,21115966,21209192,20300892,20388119,34342104,27147976,22105488,22040670,22723079,29240240,29207913,29199243,18032633,18044702,30078232,30191980,20549523,26383113,26331294,35014986,27045591,15252266,25048945,30859219,16392122,17656644,22194714,12678688,30582418,20003337,19913065,29575325,23633297,18851950,31248447,15297154,19788394,16719047,27771535,16978060,28986235,17913302,17879263,12767935,19327351,19332307,19457163,32728898,20195526,21258896,11520124,17047462,17196845,17203291,22930493,24117434,24117438,32344560,32286126,10404157,20713152,15956351,15965107,10959763,33860441,33891271,33507465,21669041,16805795,35593070,28685937,28569795,28585189,28627590,22885234,22800564,22815935,12882651,14579118,19049321,26803497,22174877,29147905,15250046,22507143,30684217,22426839,19135503,17522092,17460897,23318001,19821032,32892745,33129359,34165961,34147538,34111562,28452458,12420720,29756519,23645222,18922848,18977431,29051472,31102570,8883941,17286588,31246571,35322351,35499682,29626009,14766796,34282148,31130327,26956435,27704331	miRTex,DisGeNET,PubChem
ENSG00000153291	21068725,22736029,22664331,35162943,26646004,23210978,19763737	PubChem
ENSG00000153487	25209287,18981141,24379900,21248133,20964730,27329107,26809317,26999333,20554604,22544998,24781752,27184631,14519542,16807359	PubChem
ENSG00000153563	8689028,31316206,20098715,33594532,25672397,19104149,34412704,35750147,21552986,21738687,31796095,31711508,25728499,26548343,28285346,26108182,10192776,32799878,11437075,28866943,35314697,10777804,32036014,30761145,29363729,16388760,35032575,28791571,28799796,29259496,16219675,16702336,17897835,12792495,19286483,32680537,21239064,26290125,11455261,11672995,11681844,21476611,35608657,23046563,14579932,29921400,34717679,34645462,34488776,31993745,33419446,29807534,35421944,35501735,35013369,10230070	PubChem
ENSG00000153989	33731878,31656175,30348779,35695805,32542927	PubChem
ENSG00000154096	30146452,25090921,21488084,22165993,18463504,33361597,22350713,20029978,16934409,22779732,16872721,19272424,12438441,33875010,34238327,25037721,18585084,24844147,34489530,35468899,32798729,21193046,20368804,27126635,22047141,29229294,29180135,30152864,19859962,31125602,20406327,22356593,34959768,29859873,28922504,17879265,12796814,32680537,20158462,18238775,33807497,28585223,26666562,30060831,34138535	PubChem
ENSG00000154146	29700597,32597810,28649607,30649659	PubChem
ENSG00000154237	17324517,17394548,22952686,16243488,18045479,18272292,33459343,25501810,19168892,18322385,21866175,24084685,35534227	PubChem
ENSG00000154277	14522054,26965686,17599367,12368914,18790059,17222866,24742361,31201839,21706495,29397366,26245297,18250096,19224617,25403879,11027850,19864305,22839974,22001920,24959670,19261853,22503729,19141079,16450370,18093156,22688354,22076440,25354657,15221445,15228595,24832624,33028204,18642640,11535241,18704525,16965839,32956978,18210157,23643664,15718234,11782995,21272100,19154771,29535397,14680807,31685899,30057672,20939808,31721001,16475834,11309365,12690312,12690661,31796305,19697879,31839994,11437990,27067109,34455758,17259170,28129614,12504866,32012897,16920272,18275612,12666100,20013014,12846976,18342564,19156451,15297154,16213628,33722614,16699787,12043847,12064477,17385668,25129099,15655264,21298373,11697518,17017529,22933040,18622688,20798247,20666516,14579118,14579120,18787877,22507762,22514658,7912027,14579123,29539261,29688017,22135858,20061341	PubChem
ENSG00000154727	31312409,23837912,32402936,24467268,20371185,23810671,32894501,20855423,23721876,26024237,25822630,25833141,32526245,17823202,31049133,26184139,23454680,21719443,26931464,32663009,32071304,33777321,29906474,33999357,34737234,28806787,33520086,32963695,31054074,34838592,28245986,31891690,28428137,32972446,19908287,31187328,34426758,17336276,19196989,26282218,21858193,30315936,17109620,34779396,31235589,16325767,28028237,20196834,34440619,19735445,29961319,25496089,30617737,25449120,21402726,24866057,21747966,31960754,32540480,32540990,33158454,33175322,34676557,25061726,32020857,31916219,24997245,22218995,12832036,31728850,25752913,26686574,26887382,23976995,23983898,22245093,20082988,35323490,23050144,26118717,26048653,25702135,25998734,32814076,27145762,34391968,34537465,34208778,34296537,34352280,34415465,22781654,22746536,17976884,23562886,30189266,29890337,22552270,30615919,27352445,35487038,24846311,34883212,31401385,27009601,20410106,30508559,31697645,31146323,35738338,33279658,28816057,30046373,34600334,30835941,30455692,30466621,30761591,34959768,30241783,29433359,35457238,34967706,35776077,29079145,29115830,19125416,31595838,28078613,31757050,33268010,33274192,33711331,33639218,33762743,33724802,27763504,16959318,18455424,18543123,24219236,24333330,24246717,19447102,32147576,25164826,32092326,32710729,32745769,32763437,32770451,20202476,26233727,26177578,27263111,27277809,27180985,22902725,18629638,24719552,24936438,32321640,33977962,33868235,33905764,33543924,26509433,35691001,35608813,28322751,28622913,28770670,23054368,29147904,29158022,28843595,31342299,20888844,30617864,19649707,35418806,35262262,34092244,28467497,35236265,29768946,29748743,29367101,29338172,30296616,30207190,24606795,24606805,34887364,34751296,34872486,35113438,34951363,35040403,29667667,29671234,29564809,29675576,24390568,32445087,32394056,21403858,31010422,23274087,31246571,35024909,24473170,33549148,28144826,28146110,28914791,23184650,23109883,23419834,23272707,23959789,31190314,31130327,27651263,27688248	PubChem
ENSG00000155254	35269933,17007822,32613602,32651640,25775153,32439558,25064079,30579705,19819031,18808450,35016506,34938384,35439855,28790012,35772606,31600256,33121350,28991675,24254220,17229089,33470765,35584709,35524855,28407791,30890473,35022395,26991136	PubChem
ENSG00000155511	34530877,26521016,26468205,21639859,26711621,10338272,23028932,19746427,22539851,9674565,10693949,28243821,9886783,16029214,21946113,12892651,23185117,29102759,12691833,24852388,32495180,24576689,14663022,17707550,12730350,11466426,11564425,17053970,20808799,22136399,31335998,22406321,15180479,23360800,31378255,17651730,8744443,32474176,9006980,9502201,14637099,21808606,15204061,22449381	PubChem
ENSG00000155961	26399558,25434005,32762091,32228644,34035473,28733970,35088096	PubChem
ENSG00000156006	15081601,9343502,20304699,16571112,16827944,17449559,11936704,22016051,18680473,31559607,34106485	PubChem
ENSG00000156026	32047033,27859782,31685979,29038245,33443159,34399235,29538099	PubChem
ENSG00000156587	17456438,11078524,33471285,22760261,21440609,17360614,11692161	PubChem
ENSG00000156642	21377529,31679085,20362012,20838211,31718583,34417978,25143234,35034729,20083010,34567774,19754402,35064138	PubChem
ENSG00000157005	19131325,32404907,19465111,29735555,30658665,25345880,28859333,20055772,22262884,1978375,6189657,2435563,8096426,9133778,8811504,12869660,1347220,2664885,2821331,24632812,1005904,2566573,20383714,2277850,1870724,20123551,18779056,25777539,6333003,8527003,31778724,29680272,35858550,2906214,1674664,27796511,12044444,2891795,2901053,2902199,24210137,2417654,7587652,7964688,10548280,1708406,12591154,2468498,32224159,7690371,7691649,1677745,1682848,35562956,2860955,2864402,2876973,23036801,15372504,2887537,6150750,6099688,2867490,2905385,2903567,7908537,6151123,1688571,6121303,6139152,2974929,2334944,9097298,9406918,9413285,1357521,21693785,20478050,18937118,24586691,15016424,8241606,6150545,23274508,29990558,1972853,1976204,7887134	PubChem
ENSG00000157017	26961958,19906954,26872221,29458391,33103129,25327342,34459781,29378186,24631952,22443313,32569790,33260513,25069313,26809582,28273852,19931250,33076798,25649854,32814076,21181542,34495449,21876505,22713083,29277488,29248481,29174113,23530516,31726888,27914942,20930280,16611397,30833218,28681931,31100203,28106099,33635380,33639357,28987508,24253616,25173805,32710901,18577498,32329059,35269387,26459609,33582568,35562956,28380673,22806254,19052922,31286411,28237854,22398667,22522940,20028343,30361854,28462451,29303606,30414880,19384567	PubChem
ENSG00000157168	15584907,19150438,15791005,31522857,21517849,24863743,34097946	PubChem
ENSG00000157388	23651412,23688558,18947822,20007466,28258168,24996399,24941892,28592699,16415865,22202668,24934288,21515375,25446342,33233858,23093183,34653841,25057870,32030520,31698021,31714690,31816026,15550293,26156385,16152765,34314988,34334424,29204298,26381090,20105237,28059704,12548359,24781149,30741687,31002755,27395789,35754288,33682725,27826740,18517041,25173401,32744735,20187241,27264343,33985658,33884450,26431210,35653359,35660990,28424899,18044204,31065297,30930059,32480309,12013707,25567081,30128681,25929658,32676757,28721577,24687894,32804280,29708514,34997739,35030449,35426534,32403038,34021898,22523513,35610256,28649609	PubChem
ENSG00000157540	23218601,16959772,25963095,34596663,27559170,18938227,34726394,34710745,30904670	PubChem
ENSG00000157542	20386724,19924631,8735215,10516303,17093086,20106970,24934288,34433062,31685899,24586273,15888489,15872020,26658949,16473350,21086067,29207913,19389387,19327351,32728898,32666590,17188499,18202103,16000637,35610351,17583436,22426839,19616502,35466951,32500445	PubChem
ENSG00000158125	19673490,33023155,17662968,27016191,8113789,25069193,27900485,20118623,12210849,23894418,9436626,9282942,12064359,17360118,7635355,21570952,24059224,7670362,7746468,10382563,11114471,35684514,18306664,15063528,35106636,14644322,15157803	PubChem
ENSG00000158352	ppr393667	OpenTargets
ENSG00000158517	18566433,28978491,30076526,21232086,25952542,28283350,32912107,16045485,33450328,28202386,35760232,31634513,18507839,29352205,35390465,29665408,29568078,19131143	PubChem
ENSG00000158748	27151187,24878269,31404862,11889255,29778944,25863121,33007358,32853642,27469080,27161524,30139238,27616337,31056008,27424103,24259245,28502042,34766658,23995648	RNAdisease,PubChem
