gene	PMID_PMCID	evidence
ENSG00000181104	30185553,19558454,20511551,17596374,22238344,16934779,16410750,27138068,17915333,19303663,28344073,18841278,19969022	PubChem
ENSG00000181195	25747602,18947822,20828543,19750226,34420933,17499513,17224239,19656174,17218060,17630981,12834887,8673494,9168843,9721905,7539897,17493592,10762340,10869049,26639458,11300729,24456747,26113400,16324110,10072296,12473092,18722529,12373537,23185117,18790021,19115413,12542662,8527000,8439770,9527891,14697317,35384454,35737109,14622918,27840228,17329435,12732251,24148855,24140562,19576910,15642598,15659429,11672603,11683909,11853020,17203488,12123699,12127155,12614325,24750443,20660274,15968457,1684735,12950442,7477878,2334944,12360537,2459307,12217634,8996800,14730088,19660528	PubChem
ENSG00000181220	27819722,21376232,29287724,31856708,26324925,33279243,33723766,33781609,25779963,34321320,33070082,28078567,32398756	PubChem
ENSG00000181449	18820178,25154783,23269553,25767075,19410664,22105488,22179105,24163158,20158462,26224135,21495962,25747741,34147538,29448133,18391196	PubChem
ENSG00000181555	24899725,19763399,26768367,31940231,27542736,19825160,34660782,30471165,21861815,26996132,17168739,23376471,29338172	PubChem
ENSG00000181656	26188284,19656174,31666199,25155879,28289782,30540906	PubChem
ENSG00000182247	17456438,11078524,33471285,22760261,17360614,11692161	PubChem
ENSG00000182253	33484978,29527489,25428532,34936139	PubChem
ENSG00000182511	25515786,30244299	PubChem
ENSG00000182578	31914683,32914394,32169474,29401614,35366105	PubChem
ENSG00000182771	34530877,23041629,19562769,9804426,21639859,21615675,15470136,21876681,24915238,23481547,20392940,22285253,19659571,18929135,35394697,8101093,8105799,8099800,8676993,9195602,9674565,9711978,16203001,7533823,10762133,10785463,10693949,12829414,16181118,16313102,10193902,32847963,11222787,16037086,10442252,16029214,21338509,22079161,12473092,29241654,18063484,15581406,20544821,20491632,1835370,18351122,12535949,12373529,23815466,23719207,1662477,19810877,12696997,30573743,9460794,8838574,16719819,1674003,27764671,1361575,24242214,8619541,8619907,20177970,21235809,18615648,24968783,25202982,7692810,7746094,7792721,9745917,10428073,20696320,10989660,11735619,16805772,26872942,20812868,10199613,21729715,22410193,21733283,22222634,14678757,8971131,18306664,1337136,26269422,31063776,8210221,12015203,14990332,8744443,24402134,24380931,32448109,7834343,18585078,20582283,8978707,8867041,9006980,7908698,21808606,23196982,23983606,31145971,19754402,19702565,1687783,22453739	PubChem
ENSG00000182831	27151187	RNAdisease
ENSG00000182968	25154783,16696855,19609938,33481176,24636737,17640353,19731556,26956435	PubChem
ENSG00000182979	27044752	DisGeNET
ENSG00000183242	27021022	RNAdisease
ENSG00000183454	30622023,29318639,16540568,28823933,19626270,16141268,16641250,16365282,14667572,30261285,20698836,28320167,25412286,33969428,21876681,24915238,27771532,19659571,25926720,15755478,10454475,34270920,21946113,29241709,21821315,22561640,15246846,15190099,23756168,24486947,35709886,31759136,10648644,11466426,11853103,25584655,20618827,10199613,14678757,34111468,35249502,9824689,29644724,24465126,8905666,9006980,14722243,32474027	PubChem
ENSG00000183527	31401178,29704474,19835562,26204407,21524257,32335135,20632962,24856828,35199308	PubChem
ENSG00000183696	21855639,20856879,16186628,21913107,16920272,12792671,11881748,14579120	PubChem
ENSG00000183735	33459343,33122030,22723946,31996268	PubChem
ENSG00000183888	31312409,26385576,26184139,23454680,34426758,30315936,33093440,19146917,31960754,25061726,26118717,26048653,22746536,18709653,29890337,34967706,29115830,33724802,18455424,24333330,19447102,25164826,27277809,22902725,32321640,29656363,29667667,32445087,21403858,27034412,27688248	PubChem
ENSG00000183943	25238254,15961393,25496994,19837873,16361258,19646462,27906179,27794539,26355680,19492057,27605430,16243488,35503584,17906618,20642453,24522549,15299030,16809426,29167402,16030137,17260967,22009151,29603387,18221368,25342743,19940183,21307242,23241358,20818610,20090955,22540228,18938227,19457107,27151770,33132310,24806360,26116755,18397366,19076428,18248610,30504269,16826604,24334130,34831053,14672949,35659303,35733231,34783140,18031932,19535588,17000703,24626860,28007983,17362513,27050454,15349859,20045449,23251494,20595391,19740074,18544747,20108944,20386743,18182054,17017534,25446358,15814801,33168089,33176649,34726394,34681742,32001239,1350074,10691289,26649727,28243833,27748814,30675935,27638668,11164822,27103513,34332078,22019741,29226533,29175000,18077571,18047562,30093405,15608081,19885011,24638036,17324951,12831855,15033812,12572681,12393944,19622830,29960635,30796752,27037577,14678578,30389398,21815073,33363088,33367571,28122575,21244648,16216387,33741046,33636387,12065640,11810403,28918129,2891784,15681813,11504786,17043768,18639368,24745990,25217804,33951536,26455404,22895713,28763878,22846799,14580317,30604645,30606992,22387411,17412603,23335392,19651785,19723537,31025544,15033169,9832211,35101134,29690896,25320964,20946892,11434981,14976342,35013319,23963789	PubChem
ENSG00000184381	26965686,29344929,17101457,20669327,26520095,30088174,34520727,24919816,21812034,20629144,27030050,18799783,16783378,28211602,34387792,22031173,29577851,33414430,32183746,32071291,33990932,33542532,22806825,29104115,20817231,34657636,32457446,22166450	PubChem
ENSG00000184500	26446798,27821734,25675097,32888271,25933982,34224817,23719160,22165049,22657837	PubChem
ENSG00000184702	27115672,16092945,23938054,31814881,33471285,24841483,21731658,17360614,32276517,29156651,22361110	PubChem
ENSG00000184845	23041629,23063686,31626851,31311029,16365282,11245931,30500462,29478239,27460146,8558425,1975644,24296012,9171869,30431269,1826762,27597419,29232769,2144334,18185106,23328768,26832920,18005341,26997328,21195752,15721235,31655049,32224226,32888283,25896831,27497990,8813577,31119645,24167564,17553470,33571431,29191473,18210231,23732230,1975640,1683537,16816977,21376255,14769920,21946266,23410496,29097596,22820144,27036891,23357114,12650980,25772224,34403737,30521930,27581457,11423089,16388913,32643147,24529758,10468635,26443442,28128287,21847370,25173217,28840468,23290496,19750226,21352823,21903142,19622833,23938307,27927785,16641250,30261284,21078371,19578995,21942433,30529917,18160641,31078578,11176958,22539851,19656174,25233866,24157858,31220556,33249031,17393486,9863560,9063681,8799550,35044623,9424014,8359205,25442003,3261198,8101981,8109301,8098860,8100193,9103530,9126882,9655864,9197274,9704877,9721905,25824456,25866285,25870025,15910782,33151475,33191292,15896973,21886607,34556558,34664427,31971364,7539897,8794996,8811720,8786531,9300608,20944554,20957037,12865895,1350718,1356788,1357609,1357611,15530653,25766677,15492773,15507217,10762143,10877926,26675887,26639853,26893543,7825125,8232915,9844789,7845408,15201321,1360321,24456747,20011223,9920182,9926857,15306204,15323576,15755685,16111820,16111828,1613560,10099036,26042675,11160615,11176963,11199809,11234661,2033524,2140595,27133795,2197154,21953539,22723079,12429201,12435413,12446951,12460716,12493613,29250896,23600399,30104963,30192018,30150926,18692487,2650806,26335644,26363150,28280503,24194107,20123551,26639488,20971190,1839386,18330212,18330213,12522573,12539206,31454817,25058044,23185117,29102759,27012392,30485908,28256010,20887679,22516841,15462380,22425056,19118628,28131725,9313891,18824001,26898243,10739638,23499830,23769604,23785153,16603132,30721984,12542662,24795108,7865167,8527000,8500783,8450504,9483165,9473593,9523592,30794329,1834312,24502076,24525249,24410908,23496922,8263772,14678578,14637101,35077843,8864687,11314770,35793632,29052075,29039022,29956417,19142029,1981915,9270571,8840135,27975173,28052701,28057070,17704844,14599342,31648371,22028687,16268667,16230020,33774006,16719818,16996211,27826109,11830757,11850515,12075855,11852289,17405450,17408730,17351422,28982631,12770697,18279379,1830547,24211719,1365438,24316165,24333147,24262181,19606087,19535485,19501163,25095821,7568632,7589181,7616686,8617407,8619907,10553989,10595430,26237365,10639681,21306935,11489671,11466426,11516435,11607045,11703457,12106675,12113949,2296622,12574410,18234896,1823144,18210808,24060645,18642350,24103779,14523095,24672017,24705818,24929112,25505120,25536763,25552639,7680065,9795171,7751951,10360765,20613723,10408602,20808799,11009183,11135387,33945831,33919025,33961911,33892001,33495840,33458877,33460487,2147780,1683687,11755160,35658399,35635679,28342749,28577977,28732063,23036843,22880070,12922929,14568025,22166408,7494758,7496816,17572452,22498034,31387346,10199613,1535688,1549216,15295036,31613384,28222651,9305330,2887632,30453303,1349341,2971273,23389756,23369985,23731911,8723141,31378255,16884702,19523490,34153463,28483024,35190859,35177825,35172843,28520722,3928007,8186990,9398468,29421436,2949059,30359642,15016424,14960617,8748615,34876600,27476302,35079903,35021048,35080780,8387161,20083011,8385618,2531300,25339241,25370785,7901395,26964686,8904076,8996800,8951871,8937722,9353400,15154679,17287822,9276196,31491493,14722243,19633584,7911982,21886608,23152595,23232665,24029003,23967330,31229177,1973041,15178358,15180131,7901761,15189354,15202762,16575553,22234338	DisGeNET,PubChem
ENSG00000184924	28733970	PubChem
ENSG00000185022	33488846	OpenTargets
ENSG00000185104	27662363,29223129,30992659	PubChem
ENSG00000185122	19609719,18398426,18632670,19786063,18387727,19137554,20166962,35698225,30612081,29704482	PubChem
ENSG00000185267	22494833,19164766,31783118,17611540,24633814,33940158,32631936,20186704,29349573,28337696,25511018,33534843,21320571,28622392,34284712,26616211,28303260,28275710,23532969,35459867,25997719,32845431,21185834,20360614,34182056,21943517,17986711,28553166,25738732,26901822,23764500,22579772,25369767,35488941,25373844,25159816,21554875,20617400,22166416,31033033,28444413,17675560,29408408,34907395,22528768,19777340	PubChem
ENSG00000185294	31701892,34064523,31660654,35509074,35283272,26063326,33637690	OpenTargets
ENSG00000185345	27717584,11487197,16227987,12722931,15728840,24582596,21147754,12374768,16914382,15816865,12873854,20064468,24852371,15073152,20098416,10983716,23039195,27716287,24270810,25101677,21486449,29955050,28399880,21383066,15090075,23933751,12670421,35038358,27031963,27819722,19118185,24005326,27906179,16672981,23770917,31672849,34775541,30378174,28211874,22914740,27754761,23449626,21376232,21173115,27605430,28768533,12930822,22028146,30974833,19591802,31316206,31142803,35701754,35773260,15603737,33023155,29720226,19536328,21358815,28438176,24522549,28254618,20823226,25963095,22354088,21209200,12676955,21050448,29180628,18190519,32478681,12000718,25029497,28395174,16643317,31358971,23985028,18221368,26959078,27496670,15105460,18292964,19273858,12761037,27534820,25861987,28231468,26746706,21768369,22610403,22914317,21296869,29458391,16862145,30629163,20669327,21292769,24879156,27156691,22792159,15014970,23938054,26245297,22166427,27689878,14579121,19224617,27542736,19735094,20643691,21640711,26101826,31814881,25602369,22606257,24831002,22815132,12940846,30573668,21348451,27592010,15717024,21693106,18704525,14598065,21322020,25621951,29178074,12548343,20506312,30200940,33751372,31512170,26182419,30963113,21858193,19610108,35031512,21466165,19483198,20670888,25022755,26627850,31406131,34467515,10072423,19615059,30329047,20171192,34528385,29501959,28086194,19339245,22555654,25833766,27430567,17324265,20508036,28688199,24063657,20620130,32379419,19285961,26377470,34048689,18759365,30074231,33742109,17335904,20571283,15249681,15252205,12652124,22200450,25478815,29020610,29040870,21930938,28913705,25689131,19457102,24671417,29223129,24328108,18188499,30658665,33468256,18211709,16837855,24935484,26519280,28620835,16502212,19734163,35460111,35640906,19029340,12548339,23770887,25399302,19966284,21584286,29681024,25315681,28826884,17017530,33471285,21865652,33019779,33029508,17465879,19087301,31285534,30404819,18446261,16752048,29367643,28007983,23651603,19214605,27903732,27456084,34127073,19033459,24969022,25769119,29180793,31261893,31781339,30344006,32623547,32557143,33168089,24978049,31540705,32035946,20411785,20464527,15450083,15503153,26626785,16447759,31345364,27641647,24000005,24800761,32968089,32968192,16328510,32825242,20333559,27094865,22023810,22098618,21941841,22760261,12451676,15603730,28361483,31060423,29947276,31672549,22496854,29735655,17678648,23935941,30475171,18342564,23741470,28789629,35786295,29869713,29079356,29138676,15287506,27913844,33694021,33707392,33757554,17360614,17385668,12764051,18502656,32157382,25129099,20221696,20177970,15635662,26245049,21585261,11549885,18181204,24870025,32323152,32297515,10377786,20797900,20798247,15952880,33947435,33495518,33459660,21494699,28366621,28407791,22806825,25728007,22507762,31443122,21682904,22402722,32007957,25772492,10894217,34657636,22427796,35114397,35052345,21829596,17678953,32404918,33298969,22547255,21318765,22350618,34148545,18394568,30659355,29372317,32436106,28528366,35249168,29349575,30267336,30207190,30324423,34839452,34904823,35460769,24375549,19214989,22135858,17388981,30509690,23099318,12235799,25019626,26504519,35768426,35821405,22527713,28182002,28160151,29992529,16574384,27703082,22166450	miRTex,DisGeNET,PubChem,PubChem
ENSG00000185436	21291297,15299030,19157893,20554027,17376993,22986484,18375019,35475466,19360901,27175482,21482445,19782123,26511587,18304357,27391369,28893563,32180132,19410592,27479153,17526017,9203082,25917324,17562359,12818368,32413185,15342341,26016368,27543773,16041799,20123040,12951652,22034041,30686998,30803759,30483752,30441775,21234362,23063682,31654722,30959125,29054324,33363088,14565085,33687725,16688597,33646178,27830533,12075858,17363222,18293395,7999315,15648059,21246298,21269965,27213506,17196747,18187236,24884485,24885345,32336641,10430055,15968631,28548309,12880486,20854811,23973311,7948314,10212304,8200605,31991850,24980976,28780707,35216146,28473732,12417252,11976204,18996444,32458386,8870830,26982707,23098801,30001736,19754410,25598355,27668667	PubChem
ENSG00000185591	24348900,35123924,11688992,15451063,18930140,25342743,30737476,26230914,19825160,27004687,33494069,23538867,33327933,11500065,22968599,35609560,8951871,9361293,30004136,22619734	PubChem
